Mito	NC_040434.1 |Sclerotinia sclerotiorum mitovirus 2, complete genome	2445	0.46462167689161554	-980.17375	15.121306108848522	8	-1001.36	-746.1642000000002	17.61437516234965	100	-781.91
Mito	NC_040543.1 |Chenopodium quinoa mitovirus 1 isolate Che1, complete genome	2730	0.41611721611721614	-978.4329411764706	8.988427045998963	17	-993.02	-803.6975	8.802950170991712	108	-819.78
Mito	NC_040559.1 |Gigaspora margarita mitovirus 3 isolate GmMV3-BEG34, complete genome	3387	0.4800708591674048	-1293.7089189189187	7.543782040854065	37	-1303.66	-1115.2484210526316	6.420045031670701	114	-1129.32
Mito	NC_040560.1 |Gigaspora margarita mitovirus 4 isolate GmMV4-BEG34, complete genome	3389	0.434936559457067	-1182.0303333333331	3.4358060513105566	30	-1186.85	-1003.9377551020409	10.340448995891022	147	-1021.92
Mito	NC_040656.1 |Rhizophagus sp. RF1 mitovirus genomic RNA, complete genome	2895	0.48082901554404145	-909.7963414634147	5.402609015659535	41	-919.25	-881.6553284671533	7.621655763083339	137	-897.82
Mito	NC_040702.1 |Gigaspora margarita mitovirus 1 isolate GmMV1-BEG34, complete genome	3243	0.5405488744989208	-1448.2399999999998	5.8395731706020095	27	-1458.81	-1210.8502054794521	17.552639167333226	146	-1239.7
Mito	NC_040816.1 |Gigaspora margarita mitovirus 2 isolate GmMV2-BEG34, complete genome	3394	0.4569829110194461	-1244.3468	7.617459797071477	25	-1259.45	-1046.1486274509805	9.060184502213426	102	-1061.18
Mito	NC_040819.1 |Leptosphaeria biglobosa mitovirus 1, complete genome	2568	0.2998442367601246	-822.1866666666666	9.965710656490534	6	-833.99	-577.5499038461538	6.043111541758854	104	-590.93
Mito	NC_030861.1 |Fusarium poae mitovirus 1 genomic RNA, complete genome	2397	0.3220692532332082	-775.5671428571429	8.381240471239014	7	-786.18	-541.3096551724137	7.650692921555828	87	-554.13
Mito	NC_030862.1 |Fusarium poae mitovirus 2 genomic RNA, complete genome	2414	0.36702568351284176	-818.063	6.824050190319529	10	-826.85	-595.0133944954129	6.909122439287835	109	-607.47
Mito	NC_030863.1 |Fusarium poae mitovirus 3 genomic RNA, complete genome	2718	0.37858719646799116	-989.4645454545455	7.071352402008288	11	-999.92	-707.9636363636364	7.783096539009214	121	-723.94
Mito	NC_030864.1 |Fusarium poae mitovirus 4 genomic RNA, complete genome	2387	0.4281524926686217	-876.2022222222222	10.986814094659897	9	-887.49	-703.317951807229	9.675628401376981	83	-720.36
Mito	NC_030747.1 |Alternaria arborescens mitovirus 1 genomic RNA, complete genome	2506	0.2928970470869912	-857.595	3.545000000000016	2	-861.14	-535.8214503816794	7.291271695291635	131	-553.55
Mito	NC_029991.1 |Rhizoctonia oryzae-sativae mitovirus 1 isolate 89-1, complete genome	3038	0.39302172481895986	-993.6520689655173	4.549884711923524	29	-1002.16	-791.5220833333333	16.976658787181567	96	-812.88
Mito	NC_027921.1 |Binucleate Rhizoctonia mitovirus K1 isolate FAS2909W, complete genome	2794	0.3686471009305655	-805.2947058823529	5.604519308397522	17	-815.07	-703.3456880733947	5.337801039697811	109	-715.33
Mito	NC_026510.1 |Sclerotinia sclerotiorum mitovirus 1 HC025, complete genome	2530	0.3976284584980237	-960.4572727272728	9.888898358452384	11	-974.71	-670.1996521739133	6.672087859190416	115	-682.54
Mito	NC_017003.1 |Clitocybe odora virus, complete genome	3765	0.4281540504648074	-1386.02	11.331054672889014	13	-1408.03	-1082.6613888888887	20.662157895639094	144	-1123.23
Mito	NC_015629.1 |Tuber aestivum mitovirus, complete genome	3480	0.39913793103448275	-1303.086923076923	14.341619576289379	13	-1323.63	-943.5849122807017	6.68947408910421	114	-954.95
Mito	NC_012585.1 |Thielaviopsis basicola mitovirus, complete genome	2896	0.32562154696132595	-949.3475000000001	13.501385808501283	8	-970.18	-682.5408661417323	7.835116993696813	127	-700.16
Mito	NC_006264.1 |Gremmeniella abietina mitochondrial RNA virus S2, complete genome	2587	0.31001159644375725	-798.3489999999999	9.729858632066554	10	-816.7	-578.3201190476191	13.919123321296023	84	-604.76
Mito	NC_004052.1 |Ophiostoma mitovirus 4, complete genome	2599	0.26741054251635243	-753.4546666666666	5.139493965578938	15	-759.54	-542.6240659340658	6.2918230517342195	91	-554.52
Mito	NC_004053.1 |Ophiostoma mitovirus 5, complete genome	2474	0.26839126919967665	-685.9325	3.8893404003763967	8	-691.14	-523.1805050505051	8.117074704912232	99	-540.62
Mito	NC_004054.1 |Ophiostoma novo-ulmi mitovirus 6-Ld, complete genome	2343	0.2927870251813914	-743.9133333333333	8.284934117621784	9	-755.01	-515.0832	12.922704429027233	100	-535.6
Mito	NC_004049.1 |Ophiostoma mitovirus 3a, complete genome	2617	0.38135269392434085	-926.4010000000001	7.56657181291503	10	-936.46	-683.0137500000001	8.766432575692727	96	-702.55
Mito	NC_004046.1 |Cryphonectria parasitica mitovirus 1-NB631, complete genome	2728	0.3658357771260997	-919.3457142857144	6.728809822892388	14	-925.9	-706.4770833333333	8.747375834674964	120	-723.18
